Id_Producto;Cliente;Punto_de_Venta;Familia;Subfamilia;Formato;Precio;Margen;Cliente_Objetivo;Color;Material;Peso;Tamaño;Marca;País_Origen;Ventas_Base;Facturación_Total;Canal_de_Ventas;Numero_Puntos_de_Venta;Región;Segmento;Antigüedad;Población_500m;Población_2km;Puntos_de_Venta_Cercanos;Aparcamiento;Accesibilidad;Horas_Operación;Tipo_Zona;Historico 2023-01;Historico 2023-02;Historico 2023-03;Historico 2023-04;Historico 2023-05;Historico 2023-06;Historico 2023-07;Historico 2023-08;Historico 2023-09;Historico 2023-10;Historico 2023-11;Historico 2023-12;Historico 2024-1;Historico 2024-12;Historico 2024-3
P68;C9;4;Familia_20;Subfamilia_7;Mediano;365.26;0.29;Adultos;Azul;Madera;7.704.231.705.525.990;Pequeño;MarcaD;España;790;294386.96;Mixto;15;Este;Baja;9;9462;48878;10;No;Media;ago-22;Industrial;;;205709.0;212732.0;287678.0;291739.0;265154.0;299873.0;277539.0;248762.0;224014;345526;283089;405338;198060.0
P69;C25;13;Familia_10;Subfamilia_4;Pequeño;576.91;0.2;Adolescentes;Rojo;Metal;4.174.870.827.430.390;Pequeño;MarcaC;España;180;347505.5;Online;15;Sur;Baja;5;3390;30653;15;Sí;Baja;sep-22;Comercial;;;3020.0;3962.0;5097.0;5056.0;4789.0;3235.0;5776.0;6205.0;4089;5371;6177;4498;2793.0
P49;C0;10;Familia_20;Subfamilia_3;Pequeño;868.64;0.14;Niños;Rojo;Metal;4.174.870.827.430.390;Mediano;MarcaA;Alemania;240;878396.09;Mixto;15;Oeste;Alta;5;2504;35768;17;Sí;Baja;oct-20;Residencial;;;251580.0;185610.0;287769.0;260086.0;225481.0;218978.0;215070.0;278879.0;192565;325169;271764;329920;204844.0
P44;C1;10;Familia_3;Subfamilia_7;Pequeño;994.01;0.26;Niños;Rojo;Madera;2.892.473.393.442.810;Mediano;MarcaD;China;484;353899.08;Online;15;Norte;Media;10;1741;25289;13;No;Media;ago-18;Comercial;;;14810.0;11704.0;17823.0;12878.0;19914.0;21195.0;27690.0;20345.0;17148;27400;17876;24600;14317.0
P38;C2;10;Familia_10;Subfamilia_1;Grande;868.79;0.16;Adultos;Blanco;Metal;4.925.475.817.925.060;Mediano;MarcaC;España;388;890575.28;Físico;15;Norte;Alta;9;5903;28792;19;No;Baja;ago-22;Comercial;;;22012.0;22503.0;20511.0;26113.0;28773.0;19517.0;33128.0;29945.0;12748;30560;22303;28617;23154.0
P57;C3;11;Familia_22;Subfamilia_0;Grande;766.46;0.11;Adultos;Azul;Plástico;5.590.950.178.960.350;Pequeño;MarcaD;Alemania;738;326029.1;Físico;15;Sur;Media;1;6027;48461;1;No;Baja;sep-22;Industrial;;;985.0;1166.0;1041.0;973.0;1002.0;944.0;1108.0;1091.0;990;982;1161;984;967.0
P67;C4;14;Familia_21;Subfamilia_5;Grande;24.69;0.25;Adolescentes;Rojo;Plástico;9.701.073.315.900.780;Mediano;MarcaA;España;264;542176.08;Online;15;Norte;Media;2;5554;20089;4;Sí;Media;ago-19;Residencial;;;2383.0;2313.0;2728.0;1756.0;1744.0;2177.0;2181.0;2276.0;2786;2060;2312;2028;2075.0
P9;C5;11;Familia_25;Subfamilia_4;Pequeño;206.52;0.29;Adultos;Azul;Plástico;0.6412789856525488;Pequeño;MarcaC;España;924;288048.96;Online;15;Norte;Media;9;5261;7240;1;No;Alta;ago-19;Industrial;;;15533.0;22618.0;13457.0;12805.0;21854.0;17527.0;19578.0;24493.0;16395;22560;16897;19667;14259.0
P35;C6;10;Familia_13;Subfamilia_6;Grande;940.15;0.25;Adolescentes;Negro;Plástico;0.6412789856525488;Mediano;MarcaB;USA;610;474948.23;Físico;15;Oeste;Media;1;9933;11720;7;No;Baja;oct-20;Comercial;;;3144.0;1916.0;2114.0;1538.0;2388.0;2128.0;2522.0;2482.0;2835;1870;2185;1660;3059.0
P14;C7;10;Familia_11;Subfamilia_2;Mediano;454.75;0.18;Adultos;Blanco;Madera;890.044.730.279.321;Mediano;MarcaB;España;960;693729.98;Mixto;15;Este;Alta;7;6848;39433;17;No;Media;ago-22;Comercial;;;54852.0;46205.0;59808.0;39283.0;55444.0;37565.0;29408.0;54618.0;45276;45706;39425;49197;41377.0
P13;C8;14;Familia_22;Subfamilia_6;Mediano;442.69;0.23;Adultos;Verde;Metal;1.298.974.816.720.200;Grande;MarcaA;España;244;617307.73;Físico;15;Este;Media;4;2319;26927;19;No;Media;ago-19;Residencial;;;397.0;463.0;619.0;482.0;555.0;413.0;648.0;483.0;607;484;622;435;384.0
P49;C9;13;Familia_20;Subfamilia_3;Pequeño;868.64;0.14;Niños;Rojo;Metal;4.174.870.827.430.390;Mediano;MarcaA;Alemania;240;294386.96;Mixto;15;Este;Baja;9;5213;46260;17;Sí;Baja;oct-18;Industrial;;;143821.0;223845.0;235961.0;179279.0;136192.0;146154.0;154295.0;148231.0;93508;203687;195887;165648;140241.0
P34;C10;10;Familia_21;Subfamilia_4;Grande;290.62;0.16;Adultos;Blanco;Plástico;4.174.870.827.430.390;Grande;MarcaA;España;480;797152.75;Físico;15;Este;Baja;3;5769;35165;11;Sí;Media;oct-21;Residencial;;;15596.0;25969.0;25622.0;16332.0;15637.0;19868.0;32316.0;27263.0;36584;21642;24557;19750;20204.0
P2;C11;12;Familia_17;Subfamilia_1;Grande;791.98;0.07;Niños;Negro;Plástico;63.052.775.919.915.400;Mediano;MarcaD;España;814;385158.14;Mixto;15;Oeste;Alta;8;4842;38910;14;No;Baja;oct-20;Comercial;;;94944.0;53503.0;76935.0;99600.0;66474.0;62969.0;40245.0;56064.0;89476;76268;64678;58459;106262.0
P39;C12;10;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;930519.32;Online;15;Oeste;Baja;8;2587;21502;17;Sí;Media;sep-19;Industrial;;;337704.0;439436.0;373518.0;277331.0;268034.0;318177.0;384076.0;389226.0;204308;308821;345520;355208;303606.0
P43;C13;10;Familia_18;Subfamilia_0;Grande;879.53;0.13;Adolescentes;Rojo;Madera;9.701.073.315.900.780;Mediano;MarcaD;España;595;390492.15;Mixto;15;Norte;Alta;8;6817;47883;5;Sí;Alta;ago-19;Residencial;;;125593.0;93974.0;68183.0;164287.0;116789.0;128784.0;112452.0;94868.0;114027;93089;111122;101596;102946.0
P10;C14;13;Familia_20;Subfamilia_5;Grande;989.1;0.29;Adolescentes;Verde;Metal;7.704.231.705.525.990;Pequeño;MarcaB;USA;300;609496.46;Mixto;15;Este;Baja;2;6423;41218;3;Sí;Alta;oct-18;Residencial;;;1013252.0;1336239.0;1327661.0;1308649.0;696579.0;979626.0;818238.0;1154031.0;843302;1113992;1096759;1594934;873690.0
P41;C15;11;Familia_22;Subfamilia_4;Pequeño;130.01;0.07;Niños;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;China;674;477368.76;Mixto;15;Oeste;Alta;5;4681;43704;10;No;Baja;sep-21;Comercial;;;698.0;726.0;704.0;699.0;700.0;708.0;712.0;703.0;711;699;708;711;709.0
P39;C16;10;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;939772.97;Mixto;15;Este;Alta;7;3441;18514;17;Sí;Alta;ago-20;Comercial;;;562225.0;389272.0;544022.0;474017.0;346804.0;599181.0;425144.0;361924.0;397245;583252;323240;585813;540049.0
P26;C17;12;Familia_3;Subfamilia_0;Grande;16.29;0.1;Adultos;Blanco;Vidrio;0.6412789856525488;Pequeño;MarcaB;China;902;920912.43;Mixto;15;Norte;Alta;5;2981;47342;14;No;Alta;oct-22;Comercial;;;1302.0;1219.0;1567.0;1389.0;1508.0;1569.0;1559.0;1381.0;1260;1642;1643;1536;1326.0
P3;C18;11;Familia_14;Subfamilia_2;Grande;895.26;0.16;Adolescentes;Negro;Vidrio;2.892.473.393.442.810;Pequeño;MarcaB;USA;585;141001.18;Mixto;15;Sur;Baja;2;6997;19172;5;No;Baja;ago-19;Industrial;;;3840.0;2817.0;4524.0;4164.0;3296.0;3473.0;4134.0;6033.0;4872;5110;4991;3192;3595.0
P27;C20;0;Familia_13;Subfamilia_3;Grande;372.08;0.26;Niños;Blanco;Vidrio;8.060.059.107.230.020;Grande;MarcaA;España;189;294260.81;Online;15;Este;Baja;9;3656;14790;5;No;Media;oct-19;Industrial;;;328.0;305.0;304.0;336.0;333.0;330.0;311.0;305.0;345;378;315;289;386.0
P23;C21;5;Familia_5;Subfamilia_4;Mediano;627.79;0.1;Niños;Blanco;Plástico;7.354.114.476.561.300;Grande;MarcaA;USA;430;591765.43;Online;15;Este;Baja;9;9612;9527;9;No;Baja;sep-19;Comercial;;;899.0;818.0;805.0;911.0;998.0;919.0;802.0;953.0;808;845;694;844;732.0
P31;C22;8;Familia_20;Subfamilia_0;Grande;240.37;0.14;Niños;Negro;Metal;4.925.475.817.925.060;Grande;MarcaC;USA;635;930159.46;Mixto;15;Norte;Alta;6;7600;20974;5;Sí;Baja;sep-18;Comercial;;;178755.0;229922.0;187460.0;254860.0;132003.0;177637.0;219540.0;203157.0;187354;305842;198402;288928;222043.0
P33;C23;5;Familia_7;Subfamilia_3;Grande;242.88;0.26;Niños;Azul;Madera;4.174.870.827.430.390;Pequeño;MarcaD;China;625;529780.28;Mixto;15;Norte;Baja;8;9919;26880;6;No;Baja;sep-18;Industrial;;;1787.0;2228.0;2066.0;1610.0;2117.0;2502.0;1660.0;2303.0;2009;1713;2023;1993;1849.0
P48;C24;0;Familia_2;Subfamilia_0;Grande;982.94;0.24;Adultos;Rojo;Madera;0.6412789856525488;Mediano;MarcaB;USA;593;695683.49;Online;15;Oeste;Alta;6;1062;34457;3;Sí;Alta;sep-19;Residencial;;;9515.0;7955.0;6986.0;11755.0;9958.0;8298.0;12474.0;7865.0;12224;9872;10514;10891;7982.0
P36;C25;3;Familia_23;Subfamilia_1;Mediano;305.66;0.21;Adultos;Blanco;Vidrio;9.701.073.315.900.780;Grande;MarcaD;España;781;347505.5;Online;15;Sur;Baja;5;8593;36312;8;Sí;Baja;oct-22;Comercial;;;1350.0;1612.0;1204.0;1691.0;1725.0;1452.0;1399.0;1391.0;1394;1195;1368;1508;1212.0
P51;C21;9;Familia_22;Subfamilia_0;Grande;407.61;0.22;Niños;Verde;Metal;63.052.775.919.915.400;Mediano;MarcaA;USA;453;591765.43;Online;15;Este;Baja;9;9021;19209;19;No;Media;ago-22;Comercial;;;1036.0;1421.0;1223.0;1004.0;1198.0;1144.0;1522.0;1325.0;1214;1167;1389;1369;983.0
P52;C6;11;Familia_16;Subfamilia_3;Mediano;532.01;0.2;Adolescentes;Blanco;Plástico;432.979.876.069.808;Grande;MarcaC;USA;272;474948.23;Físico;15;Oeste;Media;1;2297;5913;19;Sí;Media;oct-18;Industrial;;;8942.0;6267.0;10893.0;13349.0;7819.0;9016.0;8359.0;11921.0;12012;8877;12907;8775;12207.0
P53;C21;4;Familia_7;Subfamilia_4;Grande;357.25;0.12;Adultos;Azul;Madera;0.6412789856525488;Grande;MarcaC;USA;420;591765.43;Online;15;Este;Baja;9;3800;8117;6;Sí;Baja;sep-22;Industrial;;;707.0;885.0;805.0;821.0;914.0;831.0;772.0;1042.0;852;935;713;845;924.0
P54;C19;9;Familia_24;Subfamilia_4;Grande;91.37;0.06;Adolescentes;Negro;Vidrio;890.044.730.279.321;Grande;MarcaB;China;783;379588.74;Mixto;15;Este;Media;2;9288;38140;4;Sí;Alta;sep-18;Industrial;;;5351.0;3738.0;3242.0;4429.0;3895.0;6255.0;6478.0;4242.0;4830;5714;4798;3967;3792.0
P55;C14;3;Familia_19;Subfamilia_2;Mediano;438.44;0.13;Adolescentes;Rojo;Plástico;0.512466155894475;Mediano;MarcaA;USA;850;609496.46;Mixto;15;Este;Baja;2;3443;9197;14;Sí;Baja;oct-22;Comercial;;;68138.0;97331.0;90151.0;83661.0;90669.0;58733.0;67852.0;71637.0;45799;115782;134343;59166;72027.0
P56;C15;1;Familia_12;Subfamilia_4;Mediano;575.14;0.12;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaC;España;764;477368.76;Mixto;15;Oeste;Alta;5;7743;10493;1;Sí;Media;sep-19;Residencial;;;7203.0;4119.0;6947.0;4518.0;4978.0;5790.0;4380.0;4716.0;4479;5212;6399;5439;4832.0
P57;C22;13;Familia_22;Subfamilia_0;Grande;766.46;0.11;Adultos;Azul;Plástico;5.590.950.178.960.350;Pequeño;MarcaD;Alemania;738;930159.46;Mixto;15;Norte;Alta;6;4433;39149;8;No;Alta;ago-22;Comercial;;;1246.0;1511.0;1674.0;1081.0;1235.0;1091.0;1354.0;1360.0;1427;1310;1586;1318;1267.0
P58;C8;0;Familia_11;Subfamilia_2;Pequeño;136.24;0.11;Adultos;Negro;Metal;5.227.262.291.755.480;Mediano;MarcaB;Alemania;570;617307.73;Físico;15;Este;Media;4;5170;11637;11;No;Media;ago-18;Residencial;;;4947.0;5607.0;6570.0;4538.0;5472.0;5941.0;4668.0;7182.0;7302;7164;7758;7404;7276.0
P59;C21;1;Familia_21;Subfamilia_4;Pequeño;557.24;0.25;Niños;Azul;Plástico;7.354.114.476.561.300;Grande;MarcaD;Alemania;755;591765.43;Online;15;Este;Baja;9;4533;48147;7;Sí;Media;sep-20;Comercial;;;41789.0;50229.0;53824.0;43388.0;37054.0;32952.0;52445.0;43920.0;73539;32201;31462;37663;29368.0
P60;C19;5;Familia_18;Subfamilia_1;Mediano;983.48;0.26;Adolescentes;Blanco;Vidrio;5.590.950.178.960.350;Mediano;MarcaC;USA;209;379588.74;Mixto;15;Este;Media;2;4488;22722;15;Sí;Baja;sep-21;Residencial;;;183660.0;197478.0;123123.0;185762.0;260536.0;150073.0;240646.0;103310.0;124864;139706;178651;148407;138484.0
P61;C24;3;Familia_12;Subfamilia_3;Mediano;150.53;0.16;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaA;España;314;695683.49;Online;15;Oeste;Alta;6;5388;35530;8;No;Alta;ago-18;Industrial;;;2430.0;1573.0;2660.0;2436.0;2425.0;1775.0;2415.0;1239.0;1780;1372;2018;1244;2121.0
P62;C19;11;Familia_10;Subfamilia_1;Grande;548.69;0.25;Niños;Negro;Madera;7.704.231.705.525.990;Pequeño;MarcaC;Alemania;452;379588.74;Mixto;15;Este;Media;2;9400;37519;14;Sí;Media;oct-22;Comercial;;;15143.0;18294.0;22085.0;19334.0;13783.0;11194.0;16361.0;20947.0;11490;14977;24120;23087;14059.0
P63;C16;13;Familia_19;Subfamilia_1;Mediano;69.97;0.26;Niños;Rojo;Madera;4.925.475.817.925.060;Pequeño;MarcaD;China;644;939772.97;Mixto;15;Este;Alta;7;7980;33928;14;Sí;Media;sep-18;Comercial;;;119302.0;126432.0;137802.0;91852.0;93063.0;59700.0;55976.0;76398.0;57221;125316;127619;69814;108100.0
P64;C9;5;Familia_3;Subfamilia_4;Mediano;915.63;0.21;Adolescentes;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;España;790;294386.96;Mixto;15;Este;Baja;9;5749;10507;16;Sí;Baja;sep-22;Comercial;;;29980.0;33762.0;34020.0;35576.0;51357.0;38251.0;52928.0;50565.0;28655;38946;34365;61415;50485.0
P65;C7;9;Familia_12;Subfamilia_1;Mediano;340.25;0.12;Adolescentes;Blanco;Vidrio;4.925.475.817.925.060;Pequeño;MarcaD;China;101;693729.98;Mixto;15;Este;Alta;7;1264;24799;2;No;Baja;sep-18;Comercial;;;1014.0;538.0;907.0;623.0;1048.0;942.0;988.0;617.0;522;527;869;697;775.0
P66;C21;11;Familia_10;Subfamilia_0;Mediano;417.53;0.12;Adultos;Verde;Madera;432.979.876.069.808;Mediano;MarcaD;China;635;591765.43;Online;15;Este;Baja;9;8189;41482;11;Sí;Alta;oct-19;Comercial;;;8824.0;8468.0;7958.0;12265.0;7791.0;7347.0;9955.0;11704.0;7099;11734;8653;7182;7705.0
P67;C17;0;Familia_21;Subfamilia_5;Grande;24.69;0.25;Adolescentes;Rojo;Plástico;9.701.073.315.900.780;Mediano;MarcaA;España;264;920912.43;Mixto;15;Norte;Alta;5;8748;21792;20;No;Baja;oct-20;Industrial;;;3548.0;6941.0;5042.0;4866.0;4201.0;4141.0;5934.0;4004.0;9086;4118;6658;4462;5702.0
P68;C11;6;Familia_20;Subfamilia_7;Mediano;365.26;0.29;Adultos;Azul;Madera;7.704.231.705.525.990;Pequeño;MarcaD;España;790;385158.14;Mixto;15;Oeste;Alta;8;2371;38785;20;No;Baja;oct-22;Residencial;;;81700.0;81098.0;118291.0;78712.0;56809.0;106654.0;92548.0;76108.0;64358;110502;75062;133052;61229.0
P69;C16;10;Familia_10;Subfamilia_4;Pequeño;576.91;0.2;Adolescentes;Rojo;Metal;4.174.870.827.430.390;Pequeño;MarcaC;España;180;939772.97;Mixto;15;Este;Alta;7;3441;18514;17;Sí;Alta;ago-20;Comercial;;;10093.0;13076.0;12331.0;16108.0;16381.0;10526.0;10635.0;17423.0;10630;17292;17913;10975;11353.0
P45;C0;13;Familia_17;Subfamilia_5;Pequeño;554.71;0.16;Niños;Negro;Metal;75.745.191.671.028.900;Pequeño;MarcaD;España;544;878396.09;Mixto;15;Oeste;Alta;5;8970;22397;8;Sí;Alta;oct-20;Industrial;;;489155.0;265966.0;327045.0;435874.0;578285.0;475219.0;366258.0;413026.0;659085;506919;476630;469007;709150.0
P64;C1;11;Familia_3;Subfamilia_4;Mediano;915.63;0.21;Adolescentes;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;España;790;353899.08;Online;15;Norte;Media;10;2330;48954;19;Sí;Baja;ago-18;Residencial;;;23593.0;20154.0;24200.0;11784.0;21222.0;17075.0;23911.0;17808.0;15656;29172;16850;23514;21191.0
P15;C2;13;Familia_25;Subfamilia_5;Grande;510.13;0.09;Niños;Verde;Madera;862.454.173.298.195;Grande;MarcaB;Alemania;897;890575.28;Físico;15;Norte;Alta;9;5998;31072;2;Sí;Baja;ago-21;Industrial;;;44659.0;61346.0;26632.0;42266.0;64393.0;65410.0;37220.0;53444.0;38004;56580;60099;62699;38702.0
P10;C3;14;Familia_20;Subfamilia_5;Grande;989.1;0.29;Adolescentes;Verde;Metal;7.704.231.705.525.990;Pequeño;MarcaB;USA;300;326029.1;Físico;15;Sur;Media;1;2459;15990;4;No;Baja;ago-19;Comercial;;;225032.0;252279.0;173714.0;272105.0;194272.0;224967.0;218162.0;219303.0;129273;230657;210131;268908;179608.0
P60;C4;14;Familia_18;Subfamilia_1;Mediano;983.48;0.26;Adolescentes;Blanco;Vidrio;5.590.950.178.960.350;Mediano;MarcaC;USA;209;542176.08;Online;15;Norte;Media;2;5554;20089;4;Sí;Media;ago-19;Residencial;;;230675.0;243966.0;164175.0;380660.0;293879.0;336588.0;280933.0;191113.0;297341;206321;276069;282724;230661.0
P46;C5;12;Familia_19;Subfamilia_6;Pequeño;536.43;0.22;Adolescentes;Blanco;Vidrio;8.060.059.107.230.020;Grande;MarcaD;China;323;288048.96;Online;15;Norte;Media;9;5059;26357;16;Sí;Media;oct-20;Residencial;;;113944.0;163148.0;143683.0;81089.0;130635.0;103572.0;71291.0;68450.0;104080;156578;113639;86847;105032.0
P17;C6;13;Familia_17;Subfamilia_4;Mediano;807.27;0.22;Adolescentes;Rojo;Madera;1.298.974.816.720.200;Mediano;MarcaA;España;964;474948.23;Físico;15;Oeste;Media;1;7863;36297;3;Sí;Baja;ago-22;Residencial;;;546717.0;278842.0;395127.0;424276.0;358628.0;358450.0;355084.0;283378.0;496845;366880;484038;332652;602602.0
P38;C7;13;Familia_10;Subfamilia_1;Grande;868.79;0.16;Adultos;Blanco;Metal;4.925.475.817.925.060;Mediano;MarcaC;España;388;693729.98;Mixto;15;Este;Alta;7;5182;35425;9;Sí;Media;oct-20;Residencial;;;10707.0;19669.0;24452.0;18443.0;13555.0;17403.0;16101.0;19180.0;8584;20496;15603;21711;15406.0
P19;C8;13;Familia_19;Subfamilia_5;Pequeño;14.56;0.22;Adolescentes;Blanco;Madera;862.454.173.298.195;Grande;MarcaA;España;610;617307.73;Físico;15;Este;Media;4;3768;7831;4;Sí;Media;ago-22;Industrial;;;6773.0;6936.0;6967.0;5387.0;7438.0;5202.0;5104.0;4478.0;3913;5478;6048;5895;6122.0
P60;C9;13;Familia_18;Subfamilia_1;Mediano;983.48;0.26;Adolescentes;Blanco;Vidrio;5.590.950.178.960.350;Mediano;MarcaC;USA;209;294386.96;Mixto;15;Este;Baja;9;5213;46260;17;Sí;Baja;oct-18;Industrial;;;118660.0;132550.0;103244.0;205454.0;143120.0;200656.0;186507.0;152964.0;100614;99713;169928;136468;160913.0
P63;C10;12;Familia_19;Subfamilia_1;Mediano;69.97;0.26;Niños;Rojo;Madera;4.925.475.817.925.060;Pequeño;MarcaD;China;644;797152.75;Físico;15;Este;Baja;3;7167;13644;17;Sí;Baja;sep-19;Comercial;;;87189.0;96516.0;93249.0;54576.0;74278.0;63887.0;41263.0;41261.0;55138;114301;99012;42424;83732.0
P68;C11;11;Familia_20;Subfamilia_7;Mediano;365.26;0.29;Adultos;Azul;Madera;7.704.231.705.525.990;Pequeño;MarcaD;España;790;385158.14;Mixto;15;Oeste;Alta;8;4591;33582;19;No;Alta;ago-18;Industrial;;;196061.0;236179.0;218811.0;169309.0;134466.0;200187.0;213187.0;135635.0;107799;210994;122572;196128;179711.0
P50;C12;14;Familia_4;Subfamilia_5;Mediano;726.08;0.21;Niños;Rojo;Metal;2.892.473.393.442.810;Grande;MarcaA;USA;972;930519.32;Online;15;Oeste;Baja;8;4493;46031;12;No;Alta;sep-20;Industrial;;;328597.0;334489.0;260972.0;307953.0;306823.0;337902.0;245686.0;443531.0;274478;307328;372090;426597;269866.0
P39;C13;14;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;390492.15;Mixto;15;Norte;Alta;8;5047;6560;19;No;Media;ago-20;Comercial;;;314634.0;241111.0;385189.0;377853.0;244599.0;294983.0;390327.0;231878.0;156583;354922;279597;421203;248835.0
P39;C14;13;Familia_20;Subfamilia_1;Grande;672.94;0.25;Adultos;Negro;Metal;4.174.870.827.430.390;Pequeño;MarcaD;España;526;609496.46;Mixto;15;Este;Baja;2;6423;41218;3;Sí;Alta;oct-18;Residencial;;;744078.0;785090.0;797859.0;687520.0;528438.0;811073.0;451795.0;460307.0;489604;697401;431356;696230;567788.0
P57;C15;10;Familia_22;Subfamilia_0;Grande;766.46;0.11;Adultos;Azul;Plástico;5.590.950.178.960.350;Pequeño;MarcaD;Alemania;738;477368.76;Mixto;15;Oeste;Alta;5;7957;5213;17;No;Media;ago-19;Comercial;;;1132.0;1459.0;1469.0;1185.0;1348.0;1109.0;1421.0;1483.0;1535;1343;1325;1223;1237.0
P56;C16;12;Familia_12;Subfamilia_4;Mediano;575.14;0.12;Niños;Rojo;Metal;4.943.612.465.035.950;Grande;MarcaC;España;764;939772.97;Mixto;15;Este;Alta;7;6467;26252;3;No;Media;oct-20;Industrial;;;6943.0;4941.0;9938.0;10658.0;7212.0;9276.0;10502.0;6506.0;7000;6183;9032;6459;8556.0
P41;C17;11;Familia_22;Subfamilia_4;Pequeño;130.01;0.07;Niños;Negro;Vidrio;862.454.173.298.195;Mediano;MarcaC;China;674;920912.43;Mixto;15;Norte;Alta;5;7009;11433;9;No;Baja;ago-20;Industrial;;;729.0;817.0;796.0;734.0;793.0;758.0;840.0;762.0;793;760;789;797;748.0
P9;C18;13;Familia_25;Subfamilia_4;Pequeño;206.52;0.29;Adultos;Azul;Plástico;0.6412789856525488;Pequeño;MarcaC;España;924;141001.18;Mixto;15;Sur;Baja;2;8713;21401;15;No;Alta;oct-19;Comercial;;;19266.0;22705.0;10057.0;9891.0;13974.0;13379.0;12696.0;20608.0;13074;13246;14693;17412;19714.0
P5;C20;4;Familia_17;Subfamilia_5;Pequeño;783.49;0.08;Adolescentes;Verde;Madera;2.892.473.393.442.810;Pequeño;MarcaB;Alemania;321;294260.81;Online;15;Este;Baja;9;2512;28966;4;No;Baja;ago-22;Comercial;;;29643.0;22739.0;36006.0;26701.0;34455.0;26360.0;21992.0;32085.0;48818;21906;41368;29467;46955.0
P37;C21;7;Familia_4;Subfamilia_5;Mediano;617.41;0.05;Adolescentes;Verde;Vidrio;2.892.473.393.442.810;Pequeño;MarcaA;Alemania;679;591765.43;Online;15;Este;Baja;9;3400;44615;1;No;Alta;ago-20;Comercial;;;38814.0;34653.0;37721.0;32342.0;33707.0;43677.0;26226.0;39250.0;29353;32227;41433;40140;21618.0
P15;C22;2;Familia_25;Subfamilia_5;Grande;510.13;0.09;Niños;Verde;Madera;862.454.173.298.195;Grande;MarcaB;Alemania;897;930159.46;Mixto;15;Norte;Alta;6;8003;42641;12;Sí;Media;sep-21;Residencial;;;85044.0;63717.0;44916.0;53340.0;74043.0;64939.0;73032.0;81851.0;43161;98312;52901;62230;69070.0
P9;C23;5;Familia_25;Subfamilia_4;Pequeño;206.52;0.29;Adultos;Azul;Plástico;0.6412789856525488;Pequeño;MarcaC;España;924;529780.28;Mixto;15;Norte;Baja;8;9919;26880;6;No;Baja;sep-18;Industrial;;;45889.0;54260.0;43853.0;50956.0;88934.0;47034.0;66462.0;65795.0;41280;58934;67908;67176;50381.0
P7;C24;13;Familia_23;Subfamilia_3;Pequeño;720.13;0.21;Niños;Verde;Metal;1.298.974.816.720.200;Pequeño;MarcaC;China;214;695683.49;Online;15;Oeste;Alta;6;3753;30028;7;No;Alta;ago-19;Comercial;;;1425.0;1670.0;1431.0;1546.0;1478.0;1605.0;2182.0;1836.0;1029;1403;1813;1756;1408.0
P22;C25;8;Familia_11;Subfamilia_0;Pequeño;123.11;0.2;Adolescentes;Rojo;Madera;4.925.475.817.925.060;Pequeño;MarcaB;España;489;347505.5;Online;15;Sur;Baja;5;9027;30295;20;Sí;Alta;sep-20;Residencial;;;11630.0;7854.0;12031.0;8640.0;8465.0;10722.0;6816.0;8502.0;10447;12038;12271;10568;11169.0
P51;C22;2;Familia_22;Subfamilia_0;Grande;407.61;0.22;Niños;Verde;Metal;63.052.775.919.915.400;Mediano;MarcaA;USA;453;930159.46;Mixto;15;Norte;Alta;6;8003;42641;12;Sí;Media;sep-21;Residencial;;;1224.0;1551.0;1799.0;1264.0;1779.0;1386.0;1696.0;1385.0;2225;1669;1851;1433;1513.0
P52;C4;10;Familia_16;Subfamilia_3;Mediano;532.01;0.2;Adolescentes;Blanco;Plástico;432.979.876.069.808;Grande;MarcaC;USA;272;542176.08;Online;15;Norte;Media;2;6262;38469;1;No;Alta;oct-21;Residencial;;;39821.0;15605.0;34946.0;27690.0;19822.0;29461.0;19785.0;28597.0;36445;22789;32806;27448;46134.0
P53;C9;11;Familia_7;Subfamilia_4;Grande;357.25;0.12;Adultos;Azul;Madera;0.6412789856525488;Grande;MarcaC;USA;420;294386.96;Mixto;15;Este;Baja;9;5946;46862;15;No;Alta;oct-21;Comercial;;;712.0;816.0;688.0;760.0;721.0;805.0;733.0;717.0;747;768;607;769;713.0
P54;C1;13;Familia_24;Subfamilia_4;Grande;91.37;0.06;Adolescentes;Negro;Vidrio;890.044.730.279.321;Grande;MarcaB;China;783;353899.08;Online;15;Norte;Media;10;6450;12016;6;Sí;Alta;ago-19;Comercial;;;2775.0;3845.0;2797.0;3176.0;3141.0;3369.0;3299.0;2845.0;3679;4159;4289;3676;2603.0
